schoolLocation,schoolName,schoolType,schoolLevel,gradeRange
Sault Ste Marie,Holy Cross Catholic School,Catholic,Elementary,JK-8
Sault Ste Marie,Holy Family Catholic School,Catholic,Elementary,JK-8
Hornepayne,Holy Name of Jesus Catholic School,Catholic,Elementary,JK-8
Elliot Lake,Our Lady of Fatima Catholic School,Catholic,Elementary,JK-8
Chapleau,Our Lady of Fatima Catholic School,Catholic,Elementary,JK-8
Sault Ste Marie,Our Lady of Lourdes Catholic School,Catholic,Elementary,JK-8
Elliot Lake,Our Lady of Lourdes French Immersion Catholic School,Catholic,Elementary,JK-8
Espanola,Sacred Heart Catholic School,Catholic,Elementary,JK-8
White River,St Basil Catholic School,Catholic,Elementary,JK-8
Sault Ste Marie,St Francis French Immersion Catholic School,Catholic,Elementary,JK-8
Wawa,St Joseph Catholic School,Catholic,Elementary,JK-8
Massey,St Mary Catholic School,Catholic,Elementary,JK-8
Blind River,St Mary's Catholic School,Catholic,Elementary,JK-8
Sault Ste Marie,St Mary's College Separate School,Catholic,Secondary,9-12
Sault Ste Marie,St Mary's French Immersion Catholic School,Catholic,Elementary,JK-8
Sault Ste Marie,St Paul Catholic School,Catholic,Elementary,JK-8
Sault Ste. Marie,St. Basil Catholic School,Catholic,Elementary,JK-8
Moosonee,Northern Lights Secondary School,Public,Secondary,9-12
Windsor,John McGivney Children's Centre School,Hospital,Elementary,JK-8
Peterborough,Adam Scott Collegiate and Vocational Institute,Public,Secondary,9-12
Peterborough,Adam Scott Intermediate School,Public,Elementary,7-8
Apsley,Apsley Central Public School,Public,Elementary,JK-8
Peterborough,Armour Heights Public School,Public,Elementary,JK-8
Baltimore,Baltimore Public School,Public,Elementary,JK-6
Port Hope,Beatrice Strong Public School,Public,Elementary,JK-6
Bowmanville,Bowmanville High School,Public,Secondary,9-12
Brighton,Brighton Public School,Public,Elementary,JK-8
Buckhorn,Buckhorn Public School,Public,Elementary,JK-6
Cobourg,Burnham School,Public,Elementary,JK-6
Cobourg,C R Gummow School,Public,Elementary,JK-8
Cobourg,Camborne Public School,Public,Elementary,JK-6
Campbellford,Campbellford District High School,Public,Secondary,9-12
Bowmanville,Central Public School,Public,Elementary,JK-6
Bowmanville,Charles Bowman Public School,Public,Elementary,JK-8
Bridgenorth,Chemong Public School,Public,Elementary,JK-8
Bowmanville,Clarington Central Intermediate School,Public,Elementary,7-8
Bowmanville,Clarington Central Secondary School,Public,Secondary,9-12
Newcastle,Clarke High School,Public,Secondary,9-12
Cobourg,Cobourg Collegiate Institute,Public,Secondary,9-12
Colborne,Colborne School,Public,Elementary,JK-8
COURTICE,Courtice Intermediate School,Public,Elementary,7-8
Courtice,Courtice North Public School,Public,Elementary,JK-8
Courtice,Courtice Secondary School,Public,Secondary,9-12
Cavan monaghan,Crestwood Intermediate School,Public,Elementary,7-8
Peterborough,Crestwood Secondary School,Public,Secondary,9-12
Cobourg,Dale Road Senior School,Public,Elementary,7-8
Courtice,Dr Emily Stowe School,Public,Elementary,JK-8
Courtice,Dr G J MacGillivray Public School,Public,Elementary,JK-6
Port Hope,Dr M S Hawkins Senior School,Public,Elementary,7-8
Bowmanville,Dr Ross Tilley Public School,Public,Elementary,JK-8
Bowmanville,Duke of Cambridge Public School,Public,Elementary,K-8
Brighton,East Northumberland Secondary School,Public,Secondary,9-12
Peterborough,Edmison Heights Public School,Public,Elementary,JK-6
Hampton,Enniskillen Public School,Public,Elementary,JK-6
Port Hope,Ganaraska Trail Public School,Public,Elementary,JK-6
Grafton,Grafton Public School,Public,Elementary,JK-8
Hampton,Hampton Junior Public School,Public,Elementary,JK-3
Bowmanville,Harold Longworth Public School,Public,Elementary,JK-8
Hastings,Hastings Public School,Public,Elementary,JK-8
Havelock,Havelock-Belmont Public School,Public,Elementary,JK-8
Peterborough,Highland Heights Public School,Public,Elementary,JK-8
Campbellford,Hillcrest Public School,Public,Elementary,JK-8
Peterborough,James Strath Public School,Public,Elementary,JK-8
Bowmanville,John M James School,Public,Elementary,JK-8
Peterborough,Kawartha Heights Public School,Public,Elementary,JK-6
Peterborough,Keith Wightman Public School,Public,Elementary,JK-6
Peterborough,Kenner Collegiate and Vocational Institute,Public,Secondary,9-12
Peterborough,Kenner Intermediate School,Public,Elementary,7-8
Campbellford,Kent Public School,Public,Elementary,JK-8
Peterborough,King George Public School,Public,Elementary,JK-6
Lakefield,Lakefield District Public School,Public,Elementary,JK-8
Courtice,Lydia Trull Public School,Public,Elementary,JK-8
Hampton,M J Hobbs Senior Public School,Public,Elementary,1-8
Cobourg,Merwin Greer School,Public,Elementary,JK-6
Millbrook,Millbrook/South Cavan Public School,Public,Elementary,JK-8
Trenton,Murray Centennial Public School,Public,Elementary,JK-8
Newcastle,Newcastle Public School,Public,Elementary,JK-6
Cavan,North Cavan Public School,Public,Elementary,JK-6
Campbellcroft,North Hope Central Public School,Public,Elementary,JK-6
Keene,North Shore Public School,Public,Elementary,JK-8
Castleton,Northumberland Hills Public School,Public,Elementary,JK-8
Norwood,Norwood District High School,Public,Secondary,9-12
Norwood,Norwood District Intermediate School,Public,Elementary,7-8
Norwood,Norwood District Public School,Public,Elementary,JK-8
Orono,Orono Public School,Public,Elementary,JK-6
Peterborough,Otonabee Valley Public School,Public,Elementary,JK-6
Warkworth,Percy Centennial Public School,Public,Elementary,JK-8
Peterborough,Peterborough Collegiate and Vocational School,Public,Secondary,9-12
Gores Landing,Plainville Public School,Public,Elementary,JK-6
Port Hope,Port Hope High School,Public,Secondary,9-12
Peterborough,Prince of Wales Public School,Public,Elementary,JK-8
Peterborough,Queen Elizabeth Public School,Public,Elementary,JK-8
Peterborough,Queen Mary Public School,Public,Elementary,JK-8
Peterborough,R F Downey Public School,Public,Elementary,JK-6
Peterborough,Roger Neilson Public School,Public,Elementary,JK-6
Roseneath,Roseneath Centennial Public School,Public,Elementary,JK-8
Courtice,S T Worden Public School,Public,Elementary,JK-8
Brighton,Smithfield Public School,Public,Elementary,JK-8
Brighton,Spring Valley Public School,Public,Elementary,JK-8
Frankford,Stockdale Public School,Public,Elementary,JK-8
Cobourg,Terry Fox Public School,Public,Elementary,JK-8
Newcastle,The Pines Senior Public School,Public,Elementary,7-8
Peterborough,Thomas A Stewart Secondary School,Public,Secondary,9-12
Bowmanville,Vincent Massey Public School,Public,Elementary,JK-8
Warsaw,Warsaw Public School,Public,Elementary,JK-8
Bowmanville,Waverley Public School,Public,Elementary,JK-8
Peterborough,Westmount Public School,Public,Elementary,JK-8
Kenora,Beaver Brae Secondary School,Public,Secondary,9-12
Kenora,Beaver Brae Senior Elementary School,Public,Elementary,7-8
Pickle Lake,Crolancia Elementary School,Public,Elementary,JK-8
Pickle Lake,Crolancia Secondary School,Public,Secondary,9-12
Dryden,Dryden High School,Public,Secondary,9-12
Ear Falls,Ear Falls Public School,Public,Elementary,JK-8
Kenora,Evergreen Public School,Public,Elementary,JK-6
Balmertown,Golden Learning Centre,Public,Elementary,JK-8
Ignace,Ignace Elementary School,Public,Elementary,JK-8
Ignace,Ignace Secondary School,Public,Secondary,9-12
Keewatin,Keewatin Public School,Public,Elementary,JK-6
Kenora,King George VI Public School,Public,Elementary,JK-6
Vermilion Bay,Lillian Berg Public School,Public,Elementary,JK-8
Dryden,New Prospect Public School,Public,Elementary,JK-8
Dryden,Open Roads Public School,Public,Elementary,JK-8
Red Lake,Red Lake District High School,Public,Secondary,9-12
Red Lake,Red Lake Madsen Public School,Public,Elementary,JK-8
Savant Lake,Savant Lake Public School,Public,Elementary,JK-8
Sioux Lookout,Sioux Mountain Public School,Public,Elementary,JK-8
Sioux Narrows,Sioux Narrows Public School,Public,Elementary,JK-6
Sioux Lookout,Sioux North District High School,Public,Secondary,9-12
Upsala,Upsala Public School,Public,Elementary,JK-8
Kenora,Valleyview Public School,Public,Elementary,JK-6
Kenora,Pope John Paul II,Catholic,Elementary,JK-6
Red Lake,St John School,Catholic,Elementary,JK-8
Keewatin,St Louis Separate School,Catholic,Elementary,JK-6
Kenora,St Thomas Aquinas High School,Catholic,Secondary,9-12
Kenora,St Thomas Aquinas High School,Catholic,Elementary,7-8
Kenora,École Ste Marguerite Bourgeoys,Catholic,Elementary,JK-6
Waterloo,KidsAbility School,Hospital,Elementary,JK-3
Thunder Bay,Agnew H Johnston Public School,Public,Elementary,JK-8
Thunder Bay,Algonquin Avenue Public School,Public,Elementary,JK-8
Armstrong,Armstrong Elementary School,Public,Elementary,JK-8
Collins,Bernier-Stokes Elementary School,Public,Elementary,JK-8
Thunder Bay,C D Howe Public School,Public,Elementary,JK-8
Thunder Bay,Claude E Garton Public School,Public,Elementary,JK-8
Murillo,Crestview Public School,Public,Elementary,JK-8
Thunder Bay,Ecole Elsie MacGill Public School (Elementary),Public,Elementary,JK-8
Thunder Bay,Ecole Gron Morgan Public School,Public,Elementary,JK-8
Thunder Bay,Edgewater Park Public School,Public,Elementary,JK-8
Thunder Bay,Five Mile Public School,Public,Elementary,JK-8
Gorham,Gorham and Ware Community Public School,Public,Elementary,JK-8
Thunder Bay,Hammarskjold High School,Public,Secondary,9-12
Kakabeka Falls,Kakabeka Falls District Public School,Public,Elementary,JK-8
Thunder Bay,Kingsway Park Public School,Public,Elementary,JK-8
Thunder Bay,McKellar Park Central Public School,Public,Elementary,JK-8
Shuniah,McKenzie Public School,Public,Elementary,JK-6
Thunder Bay,Nor'wester View Public School,Public,Elementary,JK-8
Thunder Bay,Ogden Community Public School,Public,Elementary,JK-8
Thunder Bay,Sherbrooke Public School,Public,Elementary,JK-8
Thunder Bay,St James Public School,Public,Elementary,JK-8
Thunder Bay,Superior Collegiate and Vocational Institute,Public,Secondary,9-12
Slate River,Valley Central Public School,Public,Elementary,JK-8
Thunder Bay,Vance Chapman Public School,Public,Elementary,JK-8
Thunder Bay,Westmount Public School,Public,Elementary,JK-8
Kakabeka Falls,Whitefish Valley Public School,Public,Elementary,JK-8
Thunder Bay,Woodcrest Public School,Public,Elementary,JK-8
Wallaceburg,A A Wright Public School,Public,Elementary,JK-6
Camlachie,Aberarder Central School,Public,Elementary,JK-8
Blenheim,Blenheim District High School,Public,Secondary,9-12
Thedford,Bosanquet Central Public School,Public,Elementary,JK-8
Point Edward,Bridgeview Public School,Public,Elementary,JK-8
Brigden,Brigden School,Public,Elementary,JK-8
Bright's Grove,Bright's Grove Public School,Public,Elementary,JK-8
Alvinston,Brooke Central School,Public,Elementary,JK-8
Sarnia,Cathcart Boulevard Public School,Public,Elementary,JK-8
Chatham,Chatham-Kent Secondary School,Public,Secondary,9-12
Corunna,Colonel Cameron Public School,Public,Elementary,JK-8
Sarnia,Confederation Central School,Public,Elementary,JK-8
Dresden,Dawn-Euphemia School,Public,Elementary,JK-8
Dresden,Dresden Area Central School,Public,Elementary,JK-8
Watford,East Lambton Elementary School,Public,Elementary,JK-8
Sarnia,Errol Road Public School,Public,Elementary,JK-8
Camlachie,Errol Village Public School,Public,Elementary,JK-8
Grand Bend,Grand Bend Public School,Public,Elementary,JK-8
Sarnia,Great Lakes Secondary School,Public,Secondary,9-12
Chatham,Gregory Drive Public School,Public,Elementary,JK-8
Wallaceburg,H W Burgess Public School,Public,Elementary,JK-6
Sarnia,Hanna Memorial Public School,Public,Elementary,JK-8
Blenheim,Harwich-Raleigh Public School,Public,Elementary,JK-8
Sarnia,High Park Public School,Public,Elementary,JK-8
Chatham,Indian Creek Road Public School,Public,Elementary,JK-8
Chatham,John McGregor Secondary School,Public,Secondary,9-12
Chatham,King George VI Public School,Public,Elementary,JK-8
Sarnia,King George VI Public School,Public,Elementary,JK-8
Forest,Kinnwood Central Public School,Public,Elementary,JK-8
Sarnia,Lakeroad Public School,Public,Elementary,JK-8
Petrolia,Lambton Central Centennial School,Public,Elementary,JK-8
Petrolia,Lambton Central Collegiate and Vocational Institute,Public,Secondary,9-12
Dresden,Lambton Kent Composite School,Public,Secondary,9-12
Sarnia,Lansdowne Public School,Public,Elementary,JK-8
Sarnia,London Road School,Public,Elementary,JK-8
Chatham,McNaughton Ave Public School,Public,Elementary,JK-8
Merlin,Merlin Area Public School,Public,Elementary,JK-8
Mooretown,Mooretown-Courtright School,Public,Elementary,JK-8
Ridgetown,Naahii Ridge Public School,Public,Elementary,JK-6
Forest,North Lambton Secondary School,Public,Secondary,9-12
SARNIA,P.E. McGibbon Public School,Public,Elementary,JK-8
Wyoming,Plympton-Wyoming Public School,Public,Elementary,JK-8
Chatham,Queen Elizabeth II C Public School,Public,Elementary,JK-8
Petrolia,Queen Elizabeth II P Public School,Public,Elementary,JK-8
Sarnia,Queen Elizabeth II School,Public,Elementary,JK-8
Ridgetown,Ridgetown DHS-Gr. 7 & 8,Public,Elementary,7-8
Ridgetown,Ridgetown District High School,Public,Secondary,9-12
Port Lambton,Riverview Central School,Public,Elementary,JK-8
Sarnia,Rosedale Public School,Public,Elementary,JK-8
Corunna,Sir John Moore Community School,Public,Elementary,JK-8
Chatham,Tecumseh Public School,Public,Elementary,JK-8
Thamesville,Thamesville Area Central Public School,Public,Elementary,JK-8
Tilbury,Tilbury Area Public School,Public,Elementary,JK-8
Tilbury,Tilbury District High School,Public,Secondary,9-12
Chatham,Victor Lauriston Public School,Public,Elementary,JK-8
Blenheim,W J Baird Public School,Public,Elementary,JK-8
Wallaceburg,Wallaceburg DSS-Gr. 7 & 8,Public,Elementary,7-8
Wallaceburg,Wallaceburg District Secondary School,Public,Secondary,9-12
Wheatley,Wheatley Area Public School,Public,Elementary,JK-8
Chatham,Winston Churchill Public School,Public,Elementary,JK-8
Bothwell,Zone Township Central School,Public,Elementary,JK-8
Petrolia,École Hillcrest Public School,Public,Elementary,JK-8
Stella,Amherst Island Public School,Public,Elementary,JK-8
AmherstView,AmherstView Public School,Public,Elementary,JK-8
Bath,Bath Public School,Public,Elementary,JK-8
Kingston,Bayridge Public School,Public,Elementary,JK-8
Kingston,Bayridge Secondary School,Public,Secondary,9-12
Kingston,Calvin Park Public School,Public,Elementary,7-8
Kingston,Cataraqui Woods Elementary School,Public,Elementary,JK-8
Kingston,Centennial Public School,Public,Elementary,JK-6
Kingston,Central Public School,Public,Elementary,JK-8
Centreville,Centreville Public School,Public,Elementary,JK-8
Plevna,Clarendon Central Public School,Public,Elementary,JK-8
Kingston,Collins Bay Public School,Public,Elementary,JK-8
Kingston,Ecole Sir John A. Macdonald Public School,Public,Elementary,JK-6
Elginburg,Elginburg & District Public School,Public,Elementary,JK-8
Enterprise,Enterprise Public School,Public,Elementary,JK-8
Odessa,Ernestown Secondary School,Public,Secondary,9-12
Amherstview,Fairfield Elementary School,Public,Elementary,JK-8
Kingston,Frontenac Learning Centre,Public,Secondary,9-12
Kingston,Frontenac Secondary School,Public,Secondary,9-12
Glenburnie,Glenburnie Public School,Public,Elementary,JK-8
Sharbot Lake,Granite Ridge Education Centre Public School,Public,Elementary,JK-8
Sharbot Lake,Granite Ridge Education Centre Secondary School,Public,Secondary,9-12
Harrowsmith,Harrowsmith Public School,Public,Elementary,JK-8
Kingston,James R Henderson Public School,Public,Elementary,JK-8
Kingston,John Graves Simcoe Public School,Public,Elementary,JK-8
Joyceville,Joyceville Public School,Public,Elementary,JK-8
Kingston,Kingston Secondary School,Public,Secondary,9-12
Kingston,La Salle Secondary School,Public,Secondary,9-12
Kingston,LaSalle Intermediate School Intermediate School,Public,Elementary,7-8
Kingston,Lancaster Drive Public School,Public,Elementary,JK-8
Mountain Grove,Land O Lakes Public School,Public,Elementary,JK-8
Kingston,Lord Strathcona Public School,Public,Elementary,JK-6
Sydenham,Loughborough Public School,Public,Elementary,JK-8
Kingston,Loyalist Collegiate and Vocational Institute,Public,Secondary,9-12
Wolfe Island,Marysville Public School,Public,Elementary,JK-8
Kingston,Module Vanier,Public,Elementary,7-8
Kingston,Module de l'Acadie,Public,Elementary,7-8
Kingston,Molly Brant Elementary School,Public,Elementary,JK-8
Napanee,Napanee District Secondary School,Public,Secondary,9-12
Newburgh,Newburgh Public School,Public,Elementary,JK-8
Cloyne,North Addington Education Centre,Public,Secondary,9-12
